word,word_len,word_upper,word_lower,word_digits,line_symbolic_percent,line_space_percent,line_num_world,line_num_columns,line_front_spaces_perc,line_back_spaces
Dispersion,10,0.1,0.9,0.0,0.5,0.5,8,1,0.27011494252873564,0.3793103448275862
of,2,0.0,1.0,0.0,0.5,0.5,8,1,0.27011494252873564,0.3793103448275862
Light,5,0.2,0.8,0.0,0.5,0.5,8,1,0.27011494252873564,0.3793103448275862
Traveling,9,0.1111111111111111,0.8888888888888888,0.0,0.5,0.5,8,1,0.27011494252873564,0.3793103448275862
through,7,0.0,1.0,0.0,0.5,0.5,8,1,0.27011494252873564,0.3793103448275862
the,3,0.0,1.0,0.0,0.5,0.5,8,1,0.27011494252873564,0.3793103448275862
Interstellar,12,0.08333333333333333,0.9166666666666666,0.0,0.5,0.5,8,1,0.27011494252873564,0.3793103448275862
"Space,",6,0.16666666666666666,0.6666666666666666,0.0,0.5,0.5,8,1,0.27011494252873564,0.3793103448275862
Induced,7,0.14285714285714285,0.8571428571428571,0.0,0.44554455445544555,0.5544554455445545,6,1,0.29310344827586204,0.41954022988505746
and,3,0.0,1.0,0.0,0.44554455445544555,0.5544554455445545,6,1,0.29310344827586204,0.41954022988505746
Intrinsic,9,0.1111111111111111,0.8888888888888888,0.0,0.44554455445544555,0.5544554455445545,6,1,0.29310344827586204,0.41954022988505746
Lorentz,7,0.14285714285714285,0.8571428571428571,0.0,0.44554455445544555,0.5544554455445545,6,1,0.29310344827586204,0.41954022988505746
Invariance,10,0.1,0.9,0.0,0.44554455445544555,0.5544554455445545,6,1,0.29310344827586204,0.41954022988505746
Violation,9,0.1111111111111111,0.8888888888888888,0.0,0.44554455445544555,0.5544554455445545,6,1,0.29310344827586204,0.41954022988505746
I.,2,0.5,0.0,0.0,0.3106060606060606,0.6893939393939394,10,1,0.47126436781609193,0.24137931034482762
Brevik,6,0.16666666666666666,0.8333333333333334,0.0,0.3106060606060606,0.6893939393939394,10,1,0.47126436781609193,0.24137931034482762
"a,∗,",4,0.0,0.25,0.0,0.3106060606060606,0.6893939393939394,10,1,0.47126436781609193,0.24137931034482762
M.,2,0.5,0.0,0.0,0.3106060606060606,0.6893939393939394,10,1,0.47126436781609193,0.24137931034482762
Chaichian,9,0.1111111111111111,0.8888888888888888,0.0,0.3106060606060606,0.6893939393939394,10,1,0.47126436781609193,0.24137931034482762
"b,†",3,0.0,0.3333333333333333,0.0,0.3106060606060606,0.6893939393939394,10,1,0.47126436781609193,0.24137931034482762
and,3,0.0,1.0,0.0,0.3106060606060606,0.6893939393939394,10,1,0.47126436781609193,0.24137931034482762
M.,2,0.5,0.0,0.0,0.3106060606060606,0.6893939393939394,10,1,0.47126436781609193,0.24137931034482762
Oksanen,7,0.14285714285714285,0.8571428571428571,0.0,0.3106060606060606,0.6893939393939394,10,1,0.47126436781609193,0.24137931034482762
"b,‡",3,0.0,0.3333333333333333,0.0,0.3106060606060606,0.6893939393939394,10,1,0.47126436781609193,0.24137931034482762
a,1,0.0,1.0,0.0,0.02040816326530612,0.9795918367346939,1,1,0.27586206896551724,0.7183908045977012
Department,10,0.1,0.9,0.0,0.5655172413793104,0.43448275862068964,12,1,0.2988505747126437,0.16666666666666663
of,2,0.0,1.0,0.0,0.5655172413793104,0.43448275862068964,12,1,0.2988505747126437,0.16666666666666663
Energy,6,0.16666666666666666,0.8333333333333334,0.0,0.5655172413793104,0.43448275862068964,12,1,0.2988505747126437,0.16666666666666663
and,3,0.0,1.0,0.0,0.5655172413793104,0.43448275862068964,12,1,0.2988505747126437,0.16666666666666663
Process,7,0.14285714285714285,0.8571428571428571,0.0,0.5655172413793104,0.43448275862068964,12,1,0.2988505747126437,0.16666666666666663
"Engineering,",12,0.08333333333333333,0.8333333333333334,0.0,0.5655172413793104,0.43448275862068964,12,1,0.2988505747126437,0.16666666666666663
Norwegian,9,0.1111111111111111,0.8888888888888888,0.0,0.5655172413793104,0.43448275862068964,12,1,0.2988505747126437,0.16666666666666663
University,10,0.1,0.9,0.0,0.5655172413793104,0.43448275862068964,12,1,0.2988505747126437,0.16666666666666663
of,2,0.0,1.0,0.0,0.5655172413793104,0.43448275862068964,12,1,0.2988505747126437,0.16666666666666663
Science,7,0.14285714285714285,0.8571428571428571,0.0,0.5655172413793104,0.43448275862068964,12,1,0.2988505747126437,0.16666666666666663
and,3,0.0,1.0,0.0,0.5655172413793104,0.43448275862068964,12,1,0.2988505747126437,0.16666666666666663
"Technology,",11,0.09090909090909091,0.8181818181818182,0.0,0.5655172413793104,0.43448275862068964,12,1,0.2988505747126437,0.16666666666666663
arXiv:2101.00954v3,18,0.05555555555555555,0.2777777777777778,0.5555555555555556,0.9090909090909091,0.09090909090909094,5,1,0.0,0.7471264367816092
[astro-ph.HE],13,0.15384615384615385,0.5384615384615384,0.0,0.9090909090909091,0.09090909090909094,5,1,0.0,0.7471264367816092
20,2,0.0,0.0,1.0,0.9090909090909091,0.09090909090909094,5,1,0.0,0.7471264367816092
Aug,3,0.3333333333333333,0.6666666666666666,0.0,0.9090909090909091,0.09090909090909094,5,1,0.0,0.7471264367816092
2021,4,0.0,0.0,1.0,0.9090909090909091,0.09090909090909094,5,1,0.0,0.7471264367816092
N-7491,6,0.16666666666666666,0.0,0.6666666666666666,0.2018348623853211,0.7981651376146789,3,1,0.4885057471264368,0.37356321839080464
"Trondheim,",10,0.1,0.8,0.0,0.2018348623853211,0.7981651376146789,3,1,0.4885057471264368,0.37356321839080464
Norway,6,0.16666666666666666,0.8333333333333334,0.0,0.2018348623853211,0.7981651376146789,3,1,0.4885057471264368,0.37356321839080464
b,1,0.0,1.0,0.0,0.017857142857142856,0.9821428571428571,1,1,0.3160919540229885,0.6781609195402298
Department,10,0.1,0.9,0.0,0.528169014084507,0.471830985915493,11,1,0.3275862068965517,0.1839080459770115
of,2,0.0,1.0,0.0,0.528169014084507,0.471830985915493,11,1,0.3275862068965517,0.1839080459770115
"Physics,",8,0.125,0.75,0.0,0.528169014084507,0.471830985915493,11,1,0.3275862068965517,0.1839080459770115
University,10,0.1,0.9,0.0,0.528169014084507,0.471830985915493,11,1,0.3275862068965517,0.1839080459770115
of,2,0.0,1.0,0.0,0.528169014084507,0.471830985915493,11,1,0.3275862068965517,0.1839080459770115
"Helsinki,",9,0.1111111111111111,0.7777777777777778,0.0,0.528169014084507,0.471830985915493,11,1,0.3275862068965517,0.1839080459770115
