word,word_len,word_upper,word_lower,word_digits,line_symbolic_percent,line_space_percent,line_num_world,line_num_columns,line_front_spaces_perc,line_back_spaces
First,5,0.2,0.8,0.0,0.4878048780487805,0.5121951219512195,11,1,0.31547619047619047,0.2678571428571429
searches,8,0.0,1.0,0.0,0.4878048780487805,0.5121951219512195,11,1,0.31547619047619047,0.2678571428571429
for,3,0.0,1.0,0.0,0.4878048780487805,0.5121951219512195,11,1,0.31547619047619047,0.2678571428571429
gravitational,13,0.0,1.0,0.0,0.4878048780487805,0.5121951219512195,11,1,0.31547619047619047,0.2678571428571429
waves,5,0.0,1.0,0.0,0.4878048780487805,0.5121951219512195,11,1,0.31547619047619047,0.2678571428571429
from,4,0.0,1.0,0.0,0.4878048780487805,0.5121951219512195,11,1,0.31547619047619047,0.2678571428571429
r-modes,7,0.0,0.8571428571428571,0.0,0.4878048780487805,0.5121951219512195,11,1,0.31547619047619047,0.2678571428571429
of,2,0.0,1.0,0.0,0.4878048780487805,0.5121951219512195,11,1,0.31547619047619047,0.2678571428571429
the,3,0.0,1.0,0.0,0.4878048780487805,0.5121951219512195,11,1,0.31547619047619047,0.2678571428571429
Crab,4,0.25,0.75,0.0,0.4878048780487805,0.5121951219512195,11,1,0.31547619047619047,0.2678571428571429
pulsar,6,0.0,1.0,0.0,0.4878048780487805,0.5121951219512195,11,1,0.31547619047619047,0.2678571428571429
Binod,5,0.2,0.8,0.0,0.4393939393939394,0.5606060606060606,10,1,0.3869047619047619,0.2142857142857143
"Rajbhandari,",12,0.08333333333333333,0.8333333333333334,0.0,0.4393939393939394,0.5606060606060606,10,1,0.3869047619047619,0.2142857142857143
Benjamin,8,0.125,0.875,0.0,0.4393939393939394,0.5606060606060606,10,1,0.3869047619047619,0.2142857142857143
J.,2,0.5,0.0,0.0,0.4393939393939394,0.5606060606060606,10,1,0.3869047619047619,0.2142857142857143
"Owen,",5,0.2,0.6,0.0,0.4393939393939394,0.5606060606060606,10,1,0.3869047619047619,0.2142857142857143
Santiago,8,0.125,0.875,0.0,0.4393939393939394,0.5606060606060606,10,1,0.3869047619047619,0.2142857142857143
"Caride,∗",8,0.125,0.625,0.0,0.4393939393939394,0.5606060606060606,10,1,0.3869047619047619,0.2142857142857143
and,3,0.0,1.0,0.0,0.4393939393939394,0.5606060606060606,10,1,0.3869047619047619,0.2142857142857143
Ra,2,0.5,0.5,0.0,0.4393939393939394,0.5606060606060606,10,1,0.3869047619047619,0.2142857142857143
Inta†,5,0.2,0.6,0.0,0.4393939393939394,0.5606060606060606,10,1,0.3869047619047619,0.2142857142857143
Department,10,0.1,0.9,0.0,0.547945205479452,0.452054794520548,12,1,0.3273809523809524,0.13095238095238093
of,2,0.0,1.0,0.0,0.547945205479452,0.452054794520548,12,1,0.3273809523809524,0.13095238095238093
Physics,7,0.14285714285714285,0.8571428571428571,0.0,0.547945205479452,0.452054794520548,12,1,0.3273809523809524,0.13095238095238093
and,3,0.0,1.0,0.0,0.547945205479452,0.452054794520548,12,1,0.3273809523809524,0.13095238095238093
"Astronomy,",10,0.1,0.8,0.0,0.547945205479452,0.452054794520548,12,1,0.3273809523809524,0.13095238095238093
Texas,5,0.2,0.8,0.0,0.547945205479452,0.452054794520548,12,1,0.3273809523809524,0.13095238095238093
Tech,4,0.25,0.75,0.0,0.547945205479452,0.452054794520548,12,1,0.3273809523809524,0.13095238095238093
"University,",11,0.09090909090909091,0.8181818181818182,0.0,0.547945205479452,0.452054794520548,12,1,0.3273809523809524,0.13095238095238093
"Lubbock,",8,0.125,0.75,0.0,0.547945205479452,0.452054794520548,12,1,0.3273809523809524,0.13095238095238093
"Texas,",6,0.16666666666666666,0.6666666666666666,0.0,0.547945205479452,0.452054794520548,12,1,0.3273809523809524,0.13095238095238093
"79409-1051,",11,0.0,0.0,0.8181818181818182,0.547945205479452,0.452054794520548,12,1,0.3273809523809524,0.13095238095238093
USA,3,1.0,0.0,0.0,0.547945205479452,0.452054794520548,12,1,0.3273809523809524,0.13095238095238093
We,2,0.5,0.5,0.0,0.535483870967742,0.46451612903225803,15,1,0.34523809523809523,0.07738095238095233
present,7,0.0,1.0,0.0,0.535483870967742,0.46451612903225803,15,1,0.34523809523809523,0.07738095238095233
the,3,0.0,1.0,0.0,0.535483870967742,0.46451612903225803,15,1,0.34523809523809523,0.07738095238095233
first,5,0.0,1.0,0.0,0.535483870967742,0.46451612903225803,15,1,0.34523809523809523,0.07738095238095233
searches,8,0.0,1.0,0.0,0.535483870967742,0.46451612903225803,15,1,0.34523809523809523,0.07738095238095233
for,3,0.0,1.0,0.0,0.535483870967742,0.46451612903225803,15,1,0.34523809523809523,0.07738095238095233
gravitational,13,0.0,1.0,0.0,0.535483870967742,0.46451612903225803,15,1,0.34523809523809523,0.07738095238095233
waves,5,0.0,1.0,0.0,0.535483870967742,0.46451612903225803,15,1,0.34523809523809523,0.07738095238095233
from,4,0.0,1.0,0.0,0.535483870967742,0.46451612903225803,15,1,0.34523809523809523,0.07738095238095233
r-modes,7,0.0,0.8571428571428571,0.0,0.535483870967742,0.46451612903225803,15,1,0.34523809523809523,0.07738095238095233
of,2,0.0,1.0,0.0,0.535483870967742,0.46451612903225803,15,1,0.34523809523809523,0.07738095238095233
the,3,0.0,1.0,0.0,0.535483870967742,0.46451612903225803,15,1,0.34523809523809523,0.07738095238095233
Crab,4,0.25,0.75,0.0,0.535483870967742,0.46451612903225803,15,1,0.34523809523809523,0.07738095238095233
"pulsar,",7,0.0,0.8571428571428571,0.0,0.535483870967742,0.46451612903225803,15,1,0.34523809523809523,0.07738095238095233
coherently,10,0.0,1.0,0.0,0.535483870967742,0.46451612903225803,15,1,0.34523809523809523,0.07738095238095233
and,3,0.0,1.0,0.0,0.543046357615894,0.45695364238410596,15,1,0.3273809523809524,0.10119047619047616
separately,10,0.0,1.0,0.0,0.543046357615894,0.45695364238410596,15,1,0.3273809523809524,0.10119047619047616
integrating,11,0.0,1.0,0.0,0.543046357615894,0.45695364238410596,15,1,0.3273809523809524,0.10119047619047616
data,4,0.0,1.0,0.0,0.543046357615894,0.45695364238410596,15,1,0.3273809523809524,0.10119047619047616
from,4,0.0,1.0,0.0,0.543046357615894,0.45695364238410596,15,1,0.3273809523809524,0.10119047619047616
three,5,0.0,1.0,0.0,0.543046357615894,0.45695364238410596,15,1,0.3273809523809524,0.10119047619047616
stretches,9,0.0,1.0,0.0,0.543046357615894,0.45695364238410596,15,1,0.3273809523809524,0.10119047619047616
of,2,0.0,1.0,0.0,0.543046357615894,0.45695364238410596,15,1,0.3273809523809524,0.10119047619047616
the,3,0.0,1.0,0.0,0.543046357615894,0.45695364238410596,15,1,0.3273809523809524,0.10119047619047616
first,5,0.0,1.0,0.0,0.543046357615894,0.45695364238410596,15,1,0.3273809523809524,0.10119047619047616
two,3,0.0,1.0,0.0,0.543046357615894,0.45695364238410596,15,1,0.3273809523809524,0.10119047619047616
observing,9,0.0,1.0,0.0,0.543046357615894,0.45695364238410596,15,1,0.3273809523809524,0.10119047619047616
runs,4,0.0,1.0,0.0,0.543046357615894,0.45695364238410596,15,1,0.3273809523809524,0.10119047619047616
of,2,0.0,1.0,0.0,0.543046357615894,0.45695364238410596,15,1,0.3273809523809524,0.10119047619047616
Advanced,8,0.125,0.875,0.0,0.543046357615894,0.45695364238410596,15,1,0.3273809523809524,0.10119047619047616
LIGO,4,1.0,0.0,0.0,0.52,0.48,18,1,0.3273809523809524,0.1071428571428571
using,5,0.0,1.0,0.0,0.52,0.48,18,1,0.3273809523809524,0.1071428571428571
the,3,0.0,1.0,0.0,0.52,0.48,18,1,0.3273809523809524,0.1071428571428571
F-statistic.,12,0.08333333333333333,0.75,0.0,0.52,0.48,18,1,0.3273809523809524,0.1071428571428571
The,3,0.3333333333333333,0.6666666666666666,0.0,0.52,0.48,18,1,0.3273809523809524,0.1071428571428571
second,6,0.0,1.0,0.0,0.52,0.48,18,1,0.3273809523809524,0.1071428571428571
run,3,0.0,1.0,0.0,0.52,0.48,18,1,0.3273809523809524,0.1071428571428571
was,3,0.0,1.0,0.0,0.52,0.48,18,1,0.3273809523809524,0.1071428571428571
divided,7,0.0,1.0,0.0,0.52,0.48,18,1,0.3273809523809524,0.1071428571428571
in,2,0.0,1.0,0.0,0.52,0.48,18,1,0.3273809523809524,0.1071428571428571
two,3,0.0,1.0,0.0,0.52,0.48,18,1,0.3273809523809524,0.1071428571428571
by,2,0.0,1.0,0.0,0.52,0.48,18,1,0.3273809523809524,0.1071428571428571
a,1,0.0,1.0,0.0,0.52,0.48,18,1,0.3273809523809524,0.1071428571428571
glitch,6,0.0,1.0,0.0,0.52,0.48,18,1,0.3273809523809524,0.1071428571428571
