text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"X. Bai,",11,CMR12,,7,7
45,7,CMR8,,2,2
"A. Balagopal V.,",11,CMR12,,16,16
37,7,CMR8,,2,2
A.,11,CMR12,,2,2
"Barbano,",11,CMR12,,8,8
28,7,CMR8,,2,2
"S. W. Barwick,",11,CMR12,,14,14
30,7,CMR8,,2,2
"B. Bastian,",11,CMR12,,11,11
57,7,CMR8,,2,2
"V. Basu,",11,CMR12,,8,8
37,7,CMR8,,2,2
"V. Baum,",11,CMR12,,8,8
38,7,CMR8,,2,2
"S. Baur,",11,CMR12,,8,8
12,7,CMR8,,2,2
"R. Bay,",11,CMR12,,7,7
8,7,CMR8,,1,1
J. J.,11,CMR12,,5,5
"Beatty,",11,CMR12,,7,7
"20, 21",7,CMR8,,6,6
"K.-H. Becker,",11,CMR12,,13,13
56,7,CMR8,,2,2
"J. Becker Tjus,",11,CMR12,,15,15
11,7,CMR8,,2,2
"C. Bellenghi,",11,CMR12,,13,13
27,7,CMR8,,2,2
"S. BenZvi,",11,CMR12,,10,10
47,7,CMR8,,2,2
"D. Berley,",11,CMR12,,10,10
19,7,CMR8,,2,2
E.,11,CMR12,,2,2
"Bernardini,",11,CMR12,,11,11
"57,",7,CMR8,,3,3
∗,7,CMSY8,,1,1
"D. Z. Besson,",11,CMR12,,13,13
"32,",7,CMR8,,3,3
†,7,CMSY8,,1,1
"G. Binder,",11,CMR12,,10,10
"8, 9",7,CMR8,,4,4
"D. Bindig,",11,CMR12,,10,10
56,7,CMR8,,2,2
"E. Blaufuss,",11,CMR12,,12,12
19,7,CMR8,,2,2
"S. Blot,",11,CMR12,,8,8
57,7,CMR8,,2,2
S.,11,CMR12,,2,2
"B¨oser,",11,CMR12,,7,7
38,7,CMR8,,2,2
"O. Botner,",11,CMR12,,10,10
55,7,CMR8,,2,2
"J. B¨ottcher,",11,CMR12,,13,13
1,7,CMR8,,1,1
"E. Bourbeau,",11,CMR12,,12,12
22,7,CMR8,,2,2
"J. Bourbeau,",11,CMR12,,12,12
37,7,CMR8,,2,2
"F. Bradascio,",11,CMR12,,13,13
57,7,CMR8,,2,2
J.,11,CMR12,,2,2
"Braun,",11,CMR12,,6,6
37,7,CMR8,,2,2
"S. Bron,",11,CMR12,,8,8
28,7,CMR8,,2,2
"J. Brostean-Kaiser,",11,CMR12,,19,19
57,7,CMR8,,2,2
"A. Burgman,",11,CMR12,,11,11
55,7,CMR8,,2,2
"R. S. Busse,",11,CMR12,,12,12
40,7,CMR8,,2,2
"M. A. Campana,",11,CMR12,,14,14
44,7,CMR8,,2,2
"C. Chen,",11,CMR12,,8,8
6,7,CMR8,,1,1
"D. Chirkin,",11,CMR12,,11,11
37,7,CMR8,,2,2
"S. Choi,",11,CMR12,,8,8
50,7,CMR8,,2,2
"B. A. Clark,",11,CMR12,,12,12
24,7,CMR8,,2,2
"K. Clark,",11,CMR12,,9,9
33,7,CMR8,,2,2
"L. Classen,",11,CMR12,,11,11
40,7,CMR8,,2,2
"A. Coleman,",11,CMR12,,11,11
41,7,CMR8,,2,2
"G. H. Collin,",11,CMR12,,13,13
15,7,CMR8,,2,2
"J. M. Conrad,",11,CMR12,,13,13
15,7,CMR8,,2,2
"P. Coppin,",11,CMR12,,10,10
13,7,CMR8,,2,2
"P. Correa,",11,CMR12,,10,10
13,7,CMR8,,2,2
"D. F. Cowen,",11,CMR12,,12,12
"53, 54",7,CMR8,,6,6
"R. Cross,",11,CMR12,,9,9
47,7,CMR8,,2,2
P.,11,CMR12,,2,2
"Dave,",11,CMR12,,5,5
6,7,CMR8,,1,1
"C. De Clercq,",11,CMR12,,13,13
13,7,CMR8,,2,2
"J. J. DeLaunay,",11,CMR12,,15,15
54,7,CMR8,,2,2
"H. Dembinski,",11,CMR12,,13,13
41,7,CMR8,,2,2
"K. Deoskar,",11,CMR12,,11,11
48,7,CMR8,,2,2
"S. De Ridder,",11,CMR12,,13,13
29,7,CMR8,,2,2
A.,11,CMR12,,2,2
"Desai,",11,CMR12,,6,6
37,7,CMR8,,2,2
"P. Desiati,",11,CMR12,,11,11
37,7,CMR8,,2,2
"K. D. de Vries,",11,CMR12,,15,15
13,7,CMR8,,2,2
"G. de Wasseige,",11,CMR12,,15,15
"13,",7,CMR8,,3,3
‡,7,CMSY8,,1,1
"M. de With,",11,CMR12,,11,11
10,7,CMR8,,2,2
"T. DeYoung,",11,CMR12,,11,11
24,7,CMR8,,2,2
"S. Dharani,",11,CMR12,,11,11
1,7,CMR8,,1,1
"A. Diaz,",11,CMR12,,8,8
15,7,CMR8,,2,2
"J. C. D´ıaz-V´elez,",11,CMR12,,19,19
37,7,CMR8,,2,2
"H. Dujmovic,",11,CMR12,,12,12
31,7,CMR8,,2,2
"M. Dunkman,",11,CMR12,,11,11
54,7,CMR8,,2,2
M. A.,11,CMR12,,5,5
"DuVernois,",11,CMR12,,10,10
37,7,CMR8,,2,2
"E. Dvorak,",11,CMR12,,10,10
45,7,CMR8,,2,2
"T. Ehrhardt,",11,CMR12,,12,12
38,7,CMR8,,2,2
"P. Eller,",11,CMR12,,9,9
27,7,CMR8,,2,2
"R. Engel,",11,CMR12,,9,9
31,7,CMR8,,2,2
"J. Evans,",11,CMR12,,9,9
19,7,CMR8,,2,2
P. A.,11,CMR12,,5,5
"Evenson,",11,CMR12,,8,8
41,7,CMR8,,2,2
"S. Fahey,",11,CMR12,,9,9
37,7,CMR8,,2,2
"A. R. Fazely,",11,CMR12,,13,13
7,7,CMR8,,1,1
"S. Fiedlschuster,",11,CMR12,,17,17
26,7,CMR8,,2,2
"A.T. Fienberg,",11,CMR12,,14,14
54,7,CMR8,,2,2
"K. Filimonov,",11,CMR12,,13,13
8,7,CMR8,,1,1
"C. Finley,",11,CMR12,,10,10
48,7,CMR8,,2,2
"L. Fischer,",11,CMR12,,11,11
57,7,CMR8,,2,2
"D. Fox,",11,CMR12,,7,7
53,7,CMR8,,2,2
"A. Franckowiak,",11,CMR12,,15,15
"11, 57",7,CMR8,,6,6
"E. Friedman,",11,CMR12,,12,12
19,7,CMR8,,2,2
"A. Fritz,",11,CMR12,,9,9
38,7,CMR8,,2,2
P.,11,CMR12,,2,2
"F¨urst,",11,CMR12,,7,7
1,7,CMR8,,1,1
"T. K. Gaisser,",11,CMR12,,14,14
41,7,CMR8,,2,2
"J. Gallagher,",11,CMR12,,13,13
36,7,CMR8,,2,2
"E. Ganster,",11,CMR12,,11,11
1,7,CMR8,,1,1
"S. Garrappa,",11,CMR12,,12,12
57,7,CMR8,,2,2
"L. Gerhardt,",11,CMR12,,12,12
9,7,CMR8,,1,1
A.,11,CMR12,,2,2
"Ghadimi,",11,CMR12,,8,8
52,7,CMR8,,2,2
"C. Glaser,",11,CMR12,,10,10
55,7,CMR8,,2,2
"T. Glauch,",11,CMR12,,10,10
27,7,CMR8,,2,2
"T. Gl¨usenkamp,",11,CMR12,,15,15
26,7,CMR8,,2,2
"A. Goldschmidt,",11,CMR12,,15,15
9,7,CMR8,,1,1
"J. G. Gonzalez,",11,CMR12,,15,15
41,7,CMR8,,2,2
"S. Goswami,",11,CMR12,,11,11
52,7,CMR8,,2,2
"D. Grant,",11,CMR12,,9,9
24,7,CMR8,,2,2
"T. Gr´egoire,",11,CMR12,,13,13
54,7,CMR8,,2,2
"Z. Griﬃth,",11,CMR12,,10,10
37,7,CMR8,,2,2
"S. Griswold,",11,CMR12,,12,12
47,7,CMR8,,2,2
"M. G¨und¨uz,",11,CMR12,,12,12
11,7,CMR8,,2,2
C.,11,CMR12,,2,2
"Haack,",11,CMR12,,6,6
27,7,CMR8,,2,2
"A. Hallgren,",11,CMR12,,12,12
55,7,CMR8,,2,2
"R. Halliday,",11,CMR12,,12,12
24,7,CMR8,,2,2
"L. Halve,",11,CMR12,,9,9
1,7,CMR8,,1,1
"F. Halzen,",11,CMR12,,10,10
37,7,CMR8,,2,2
"M. Ha Minh,",11,CMR12,,11,11
27,7,CMR8,,2,2
"K. Hanson,",11,CMR12,,10,10
37,7,CMR8,,2,2
"J. Hardin,",11,CMR12,,10,10
37,7,CMR8,,2,2
"A. A. Harnisch,",11,CMR12,,15,15
24,7,CMR8,,2,2
"A. Haungs,",11,CMR12,,10,10
31,7,CMR8,,2,2
"S. Hauser,",11,CMR12,,10,10
1,7,CMR8,,1,1
"D. Hebecker,",11,CMR12,,12,12
10,7,CMR8,,2,2
"K. Helbing,",11,CMR12,,11,11
56,7,CMR8,,2,2
F.,11,CMR12,,2,2
"Henningsen,",11,CMR12,,11,11
27,7,CMR8,,2,2
"E. C. Hettinger,",11,CMR12,,16,16
24,7,CMR8,,2,2
"S. Hickford,",11,CMR12,,12,12
56,7,CMR8,,2,2
"J. Hignight,",11,CMR12,,12,12
25,7,CMR8,,2,2
"C. Hill,",11,CMR12,,8,8
16,7,CMR8,,2,2
"G. C. Hill,",11,CMR12,,11,11
2,7,CMR8,,1,1
K. D.,11,CMR12,,5,5
"Hoﬀman,",11,CMR12,,7,7
19,7,CMR8,,2,2
"R. Hoﬀmann,",11,CMR12,,11,11
56,7,CMR8,,2,2
"T. Hoinka,",11,CMR12,,10,10
23,7,CMR8,,2,2
"B. Hokanson-Fasig,",11,CMR12,,18,18
37,7,CMR8,,2,2
"K. Hoshina,",11,CMR12,,11,11
"37,",7,CMR8,,3,3
§,7,CMSY8,,1,1
"F. Huang,",11,CMR12,,9,9
54,7,CMR8,,2,2
"M. Huber,",11,CMR12,,9,9
27,7,CMR8,,2,2
"T. Huber,",11,CMR12,,9,9
31,7,CMR8,,2,2
"K. Hultqvist,",11,CMR12,,13,13
48,7,CMR8,,2,2
"M. H¨unnefeld,",11,CMR12,,14,14
23,7,CMR8,,2,2
"R. Hussain,",11,CMR12,,11,11
37,7,CMR8,,2,2
"S. In,",11,CMR12,,6,6
50,7,CMR8,,2,2
"N. Iovine,",11,CMR12,,10,10
12,7,CMR8,,2,2
"A. Ishihara,",11,CMR12,,12,12
16,7,CMR8,,2,2
"M. Jansson,",11,CMR12,,11,11
48,7,CMR8,,2,2
"G. S. Japaridze,",11,CMR12,,16,16
5,7,CMR8,,1,1
"M. Jeong,",11,CMR12,,9,9
50,7,CMR8,,2,2
"B. J. P. Jones,",11,CMR12,,15,15
4,7,CMR8,,1,1
"R. Joppe,",11,CMR12,,9,9
1,7,CMR8,,1,1
D.,11,CMR12,,2,2
"Kang,",11,CMR12,,5,5
31,7,CMR8,,2,2
"W. Kang,",11,CMR12,,8,8
50,7,CMR8,,2,2
"X. Kang,",11,CMR12,,8,8
44,7,CMR8,,2,2
"A. Kappes,",11,CMR12,,10,10
40,7,CMR8,,2,2
"D. Kappesser,",11,CMR12,,13,13
38,7,CMR8,,2,2
"T. Karg,",11,CMR12,,8,8
57,7,CMR8,,2,2
"M. Karl,",11,CMR12,,8,8
27,7,CMR8,,2,2
A.,11,CMR12,,2,2
"Karle,",11,CMR12,,6,6
37,7,CMR8,,2,2
"U. Katz,",11,CMR12,,8,8
26,7,CMR8,,2,2
"M. Kauer,",11,CMR12,,9,9
37,7,CMR8,,2,2
"M. Kellermann,",11,CMR12,,14,14
1,7,CMR8,,1,1
"J. L. Kelley,",11,CMR12,,13,13
37,7,CMR8,,2,2
"A. Kheirandish,",11,CMR12,,15,15
54,7,CMR8,,2,2
J.,11,CMR12,,2,2
"Kim,",11,CMR12,,4,4
50,7,CMR8,,2,2
"K. Kin,",11,CMR12,,7,7
16,7,CMR8,,2,2
"T. Kintscher,",11,CMR12,,13,13
57,7,CMR8,,2,2
"J. Kiryluk,",11,CMR12,,11,11
49,7,CMR8,,2,2
"S. R. Klein,",11,CMR12,,12,12
"8, 9",7,CMR8,,4,4
"R. Koirala,",11,CMR12,,11,11
41,7,CMR8,,2,2
"H. Kolanoski,",11,CMR12,,13,13
10,7,CMR8,,2,2
1,11,CMR12,,1,1
"L. K¨opke,",11,CMR12,,10,10
38,7,CMR8,,2,2
"C. Kopper,",11,CMR12,,10,10
24,7,CMR8,,2,2
"S. Kopper,",11,CMR12,,10,10
52,7,CMR8,,2,2
"D. J. Koskinen,",11,CMR12,,15,15
22,7,CMR8,,2,2
"P. Koundal,",11,CMR12,,11,11
31,7,CMR8,,2,2
"M. Kovacevich,",11,CMR12,,14,14
44,7,CMR8,,2,2
"M. Kowalski,",11,CMR12,,12,12
"10, 57",7,CMR8,,6,6
"K. Krings,",11,CMR12,,10,10
27,7,CMR8,,2,2
"G. Kr¨uckl,",11,CMR12,,11,11
38,7,CMR8,,2,2
"N. Kurahashi,",11,CMR12,,13,13
44,7,CMR8,,2,2
"A. Kyriacou,",11,CMR12,,12,12
2,7,CMR8,,1,1
C. Lagunas,11,CMR12,,10,10
"Gualda,",11,CMR12,,7,7
57,7,CMR8,,2,2
"J. L. Lanfranchi,",11,CMR12,,17,17
54,7,CMR8,,2,2
"M. J. Larson,",11,CMR12,,13,13
19,7,CMR8,,2,2
"F. Lauber,",11,CMR12,,10,10
56,7,CMR8,,2,2
"J. P. Lazar,",11,CMR12,,12,12
"14, 37",7,CMR8,,6,6
"K. Leonard,",11,CMR12,,11,11
37,7,CMR8,,2,2
"A. Leszczy´nska,",11,CMR12,,16,16
31,7,CMR8,,2,2
"Y. Li,",11,CMR12,,6,6
54,7,CMR8,,2,2
"Q. R. Liu,",11,CMR12,,10,10
37,7,CMR8,,2,2
"E. Lohﬁnk,",11,CMR12,,10,10
38,7,CMR8,,2,2
"C. J. Lozano Mariscal,",11,CMR12,,22,22
40,7,CMR8,,2,2
"L. Lu,",11,CMR12,,6,6
16,7,CMR8,,2,2
F.,11,CMR12,,2,2
"Lucarelli,",11,CMR12,,10,10
28,7,CMR8,,2,2
"A. Ludwig,",11,CMR12,,10,10
"24, 34",7,CMR8,,6,6
"W. Luszczak,",11,CMR12,,12,12
37,7,CMR8,,2,2
"Y. Lyu,",11,CMR12,,7,7
"8, 9",7,CMR8,,4,4
"W. Y. Ma,",11,CMR12,,9,9
57,7,CMR8,,2,2
"J. Madsen,",11,CMR12,,10,10
37,7,CMR8,,2,2
K. B. M.,11,CMR12,,8,8
"Mahn,",11,CMR12,,5,5
24,7,CMR8,,2,2
"Y. Makino,",11,CMR12,,10,10
37,7,CMR8,,2,2
"P. Mallik,",11,CMR12,,10,10
1,7,CMR8,,1,1
"S. Mancina,",11,CMR12,,11,11
37,7,CMR8,,2,2
"I. C. Mari¸s,",11,CMR12,,13,13
12,7,CMR8,,2,2
"R. Maruyama,",11,CMR12,,12,12
42,7,CMR8,,2,2
"K. Mase,",11,CMR12,,8,8
16,7,CMR8,,2,2
"F. McNally,",11,CMR12,,11,11
35,7,CMR8,,2,2
"K. Meagher,",11,CMR12,,11,11
37,7,CMR8,,2,2
"A. Medina,",11,CMR12,,10,10
21,7,CMR8,,2,2
"M. Meier,",11,CMR12,,9,9
16,7,CMR8,,2,2
"S. Meighen-Berger,",11,CMR12,,18,18
27,7,CMR8,,2,2
"J. Merz,",11,CMR12,,8,8
1,7,CMR8,,1,1
J.,11,CMR12,,2,2
"Micallef,",11,CMR12,,9,9
24,7,CMR8,,2,2
"D. Mockler,",11,CMR12,,11,11
12,7,CMR8,,2,2
"G. Moment´e,",11,CMR12,,12,12
38,7,CMR8,,2,2
"T. Montaruli,",11,CMR12,,13,13
28,7,CMR8,,2,2
"R. W. Moore,",11,CMR12,,12,12
25,7,CMR8,,2,2
"R. Morse,",11,CMR12,,9,9
37,7,CMR8,,2,2
M.,11,CMR12,,2,2
"Moulai,",11,CMR12,,7,7
15,7,CMR8,,2,2
"R. Naab,",11,CMR12,,8,8
57,7,CMR8,,2,2
"R. Nagai,",11,CMR12,,9,9
16,7,CMR8,,2,2
"U. Naumann,",11,CMR12,,11,11
56,7,CMR8,,2,2
"J. Necker,",11,CMR12,,10,10
57,7,CMR8,,2,2
"L. V. Nguy˜ˆen,",11,CMR12,,15,15
24,7,CMR8,,2,2
H.,11,CMR12,,2,2
"Niederhausen,",11,CMR12,,13,13
27,7,CMR8,,2,2
"M. U. Nisa,",11,CMR12,,11,11
24,7,CMR8,,2,2
"S. C. Nowicki,",11,CMR12,,14,14
24,7,CMR8,,2,2
"D. R. Nygren,",11,CMR12,,13,13
9,7,CMR8,,1,1
"A. Obertacke Pollmann,",11,CMR12,,22,22
56,7,CMR8,,2,2
"M. Oehler,",11,CMR12,,10,10
31,7,CMR8,,2,2
"A. Olivas,",11,CMR12,,10,10
19,7,CMR8,,2,2
"E. O’Sullivan,",11,CMR12,,14,14
55,7,CMR8,,2,2
"H. Pandya,",11,CMR12,,10,10
41,7,CMR8,,2,2
"D. V. Pankova,",11,CMR12,,14,14
54,7,CMR8,,2,2
"N. Park,",11,CMR12,,8,8
37,7,CMR8,,2,2
G. K.,11,CMR12,,5,5
"Parker,",11,CMR12,,7,7
4,7,CMR8,,1,1
"E. N. Paudel,",11,CMR12,,13,13
41,7,CMR8,,2,2
"P. Peiﬀer,",11,CMR12,,10,10
38,7,CMR8,,2,2
"C. P´erez de los Heros,",11,CMR12,,23,23
55,7,CMR8,,2,2
"S. Philippen,",11,CMR12,,13,13
1,7,CMR8,,1,1
"D. Pieloth,",11,CMR12,,11,11
23,7,CMR8,,2,2
"S. Pieper,",11,CMR12,,10,10
56,7,CMR8,,2,2
"A. Pizzuto,",11,CMR12,,11,11
37,7,CMR8,,2,2
"M. Plum,",11,CMR12,,8,8
39,7,CMR8,,2,2
"Y. Popovych,",11,CMR12,,12,12
1,7,CMR8,,1,1
"A. Porcelli,",11,CMR12,,12,12
29,7,CMR8,,2,2
"M. Prado Rodriguez,",11,CMR12,,19,19
37,7,CMR8,,2,2
"P. B. Price,",11,CMR12,,12,12
8,7,CMR8,,1,1
"B. Pries,",11,CMR12,,9,9
24,7,CMR8,,2,2
"G. T. Przybylski,",11,CMR12,,17,17
9,7,CMR8,,1,1
"C. Raab,",11,CMR12,,8,8
12,7,CMR8,,2,2
"A. Raissi,",11,CMR12,,10,10
18,7,CMR8,,2,2
"M. Rameez,",11,CMR12,,10,10
22,7,CMR8,,2,2
K.,11,CMR12,,2,2
"Rawlins,",11,CMR12,,8,8
3,7,CMR8,,1,1
"I. C. Rea,",11,CMR12,,10,10
27,7,CMR8,,2,2
"A. Rehman,",11,CMR12,,10,10
41,7,CMR8,,2,2
"R. Reimann,",11,CMR12,,11,11
1,7,CMR8,,1,1
"M. Renschler,",11,CMR12,,13,13
31,7,CMR8,,2,2
"G. Renzi,",11,CMR12,,9,9
12,7,CMR8,,2,2
E.,11,CMR12,,2,2
"Resconi,",11,CMR12,,8,8
27,7,CMR8,,2,2
"S. Reusch,",11,CMR12,,10,10
57,7,CMR8,,2,2
"W. Rhode,",11,CMR12,,9,9
23,7,CMR8,,2,2
"M. Richman,",11,CMR12,,11,11
44,7,CMR8,,2,2
"B. Riedel,",11,CMR12,,10,10
37,7,CMR8,,2,2
"S. Robertson,",11,CMR12,,13,13
"8, 9",7,CMR8,,4,4
G.,11,CMR12,,2,2
"Roellinghoﬀ,",11,CMR12,,12,12
50,7,CMR8,,2,2
"M. Rongen,",11,CMR12,,10,10
1,7,CMR8,,1,1
"C. Rott,",11,CMR12,,8,8
50,7,CMR8,,2,2
"T. Ruhe,",11,CMR12,,8,8
23,7,CMR8,,2,2
"D. Ryckbosch,",11,CMR12,,13,13
29,7,CMR8,,2,2
"D. Rysewyk Cantu,",11,CMR12,,17,17
24,7,CMR8,,2,2
I.,11,CMR12,,2,2
"Safa,",11,CMR12,,5,5
"14, 37",7,CMR8,,6,6
"S. E. Sanchez Herrera,",11,CMR12,,22,22
24,7,CMR8,,2,2
"A. Sandrock,",11,CMR12,,12,12
23,7,CMR8,,2,2
"J. Sandroos,",11,CMR12,,12,12
38,7,CMR8,,2,2
"M. Santander,",11,CMR12,,13,13
52,7,CMR8,,2,2
"S. Sarkar,",11,CMR12,,10,10
43,7,CMR8,,2,2
"S. Sarkar,",11,CMR12,,10,10
25,7,CMR8,,2,2
"K. Satalecka,",11,CMR12,,13,13
57,7,CMR8,,2,2
"M. Scharf,",11,CMR12,,10,10
1,7,CMR8,,1,1
"M. Schaufel,",11,CMR12,,12,12
1,7,CMR8,,1,1
"H. Schieler,",11,CMR12,,12,12
31,7,CMR8,,2,2
P.,11,CMR12,,2,2
"Schlunder,",11,CMR12,,10,10
23,7,CMR8,,2,2
"T. Schmidt,",11,CMR12,,11,11
19,7,CMR8,,2,2
"A. Schneider,",11,CMR12,,13,13
37,7,CMR8,,2,2
"J. Schneider,",11,CMR12,,13,13
26,7,CMR8,,2,2
"F. G. Schr¨oder,",11,CMR12,,16,16
"31, 41",7,CMR8,,6,6
L.,11,CMR12,,2,2
"Schumacher,",11,CMR12,,11,11
1,7,CMR8,,1,1
"S. Sclafani,",11,CMR12,,12,12
44,7,CMR8,,2,2
"D. Seckel,",11,CMR12,,10,10
41,7,CMR8,,2,2
"S. Seunarine,",11,CMR12,,13,13
46,7,CMR8,,2,2
"A. Sharma,",11,CMR12,,10,10
55,7,CMR8,,2,2
"S. Shefali,",11,CMR12,,11,11
1,7,CMR8,,1,1
M.,11,CMR12,,2,2
"Silva,",11,CMR12,,6,6
37,7,CMR8,,2,2
"B. Skrzypek,",11,CMR12,,12,12
14,7,CMR8,,2,2
"B. Smithers,",11,CMR12,,12,12
4,7,CMR8,,1,1
"R. Snihur,",11,CMR12,,10,10
37,7,CMR8,,2,2
"J. Soedingrekso,",11,CMR12,,16,16
23,7,CMR8,,2,2
"D. Soldin,",11,CMR12,,10,10
41,7,CMR8,,2,2
G. M.,11,CMR12,,5,5
"Spiczak,",11,CMR12,,8,8
46,7,CMR8,,2,2
"C. Spiering,",11,CMR12,,12,12
"57,",7,CMR8,,3,3
†,7,CMSY8,,1,1
"J. Stachurska,",11,CMR12,,14,14
57,7,CMR8,,2,2
"M. Stamatikos,",11,CMR12,,14,14
21,7,CMR8,,2,2
"T. Stanev,",11,CMR12,,10,10
41,7,CMR8,,2,2
"R. Stein,",11,CMR12,,9,9
57,7,CMR8,,2,2
J.,11,CMR12,,2,2
"Stettner,",11,CMR12,,9,9
1,7,CMR8,,1,1
"A. Steuer,",11,CMR12,,10,10
38,7,CMR8,,2,2
"T. Stezelberger,",11,CMR12,,16,16
9,7,CMR8,,1,1
"R. G. Stokstad,",11,CMR12,,15,15
9,7,CMR8,,1,1
"T. Stuttard,",11,CMR12,,12,12
22,7,CMR8,,2,2
"G. W. Sullivan,",11,CMR12,,15,15
19,7,CMR8,,2,2
"I. Taboada,",11,CMR12,,11,11
6,7,CMR8,,1,1
"F. Tenholt,",11,CMR12,,11,11
11,7,CMR8,,2,2
"S. Ter-Antonyan,",11,CMR12,,16,16
7,7,CMR8,,1,1
"S. Tilav,",11,CMR12,,9,9
41,7,CMR8,,2,2
"F. Tischbein,",11,CMR12,,13,13
1,7,CMR8,,1,1
"K. Tollefson,",11,CMR12,,13,13
24,7,CMR8,,2,2
L.,11,CMR12,,2,2
"Tomankova,",11,CMR12,,10,10
11,7,CMR8,,2,2
"C. T¨onnis,",11,CMR12,,11,11
51,7,CMR8,,2,2
"S. Toscano,",11,CMR12,,11,11
12,7,CMR8,,2,2
"D. Tosi,",11,CMR12,,8,8
37,7,CMR8,,2,2
"A. Trettin,",11,CMR12,,11,11
57,7,CMR8,,2,2
"M. Tselengidou,",11,CMR12,,15,15
26,7,CMR8,,2,2
C. F.,11,CMR12,,5,5
"Tung,",11,CMR12,,5,5
6,7,CMR8,,1,1
"A. Turcati,",11,CMR12,,11,11
27,7,CMR8,,2,2
"R. Turcotte,",11,CMR12,,12,12
31,7,CMR8,,2,2
"C. F. Turley,",11,CMR12,,13,13
54,7,CMR8,,2,2
"J. P. Twagirayezu,",11,CMR12,,18,18
24,7,CMR8,,2,2
"B. Ty,",11,CMR12,,6,6
37,7,CMR8,,2,2
M. A.,11,CMR12,,5,5
"Unland Elorrieta,",11,CMR12,,17,17
40,7,CMR8,,2,2
"N. Valtonen-Mattila,",11,CMR12,,20,20
55,7,CMR8,,2,2
"J. Vandenbroucke,",11,CMR12,,17,17
37,7,CMR8,,2,2
"D. van Eijk,",11,CMR12,,12,12
37,7,CMR8,,2,2
N. van,11,CMR12,,6,6
"Eijndhoven,",11,CMR12,,11,11
13,7,CMR8,,2,2
"D. Vannerom,",11,CMR12,,12,12
15,7,CMR8,,2,2
"J. van Santen,",11,CMR12,,14,14
57,7,CMR8,,2,2
"S. Verpoest,",11,CMR12,,12,12
29,7,CMR8,,2,2
"M. Vraeghe,",11,CMR12,,11,11
29,7,CMR8,,2,2
"C. Walck,",11,CMR12,,9,9
48,7,CMR8,,2,2
A.,11,CMR12,,2,2
"Wallace,",11,CMR12,,8,8
2,7,CMR8,,1,1
"T. B. Watson,",11,CMR12,,13,13
4,7,CMR8,,1,1
"C. Weaver,",11,CMR12,,10,10
24,7,CMR8,,2,2
"A. Weindl,",11,CMR12,,10,10
31,7,CMR8,,2,2
"M. J. Weiss,",11,CMR12,,12,12
54,7,CMR8,,2,2
"J. Weldert,",11,CMR12,,11,11
38,7,CMR8,,2,2
C.,11,CMR12,,2,2
2,11,CMR12,,1,1
"Wendt,",11,CMR12,,6,6
37,7,CMR8,,2,2
"J. Werthebach,",11,CMR12,,14,14
23,7,CMR8,,2,2
"M. Weyrauch,",11,CMR12,,12,12
